,Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,liveness,Loudness,Speechiness,Tempo,Time_signature,Key,Duration_ms,Mode,Speechiness.1,Valence
1746,Greatest Day,The Circus,Take That,2008-01-01,239320,1,0.0647,0.458,0.703,3.13e-06,0.102,-6.22,0.0362,110.017,0,7,239320,1,0.0362,0.17
1747,Better in Time,Spirit,Leona Lewis,2007,234173,1,0.512,0.584,0.7,2.43e-05,0.13,-4.251,0.0506,163.953,0,7,234173,1,0.0506,0.549
1748,Just Fine,Growing Pains,Mary J. Blige,2007-01-01,242133,1,0.0394,0.923,0.795,0.000565,0.101,-3.61,0.117,123.021,0,10,242133,0,0.117,0.588
1749,Piece of Me,Blackout,Britney Spears,2007-10-25,212106,1,0.0902,0.769,0.638,0.0,0.0857,-5.054,0.216,115.007,0,10,212107,1,0.216,0.782
1750,Broken Strings,"Songs For You, Truths For Me (International Exclusive Bundle)",James Morrison,2008-01-01,250453,1,0.00967,0.57,0.717,0.0,0.0833,-4.914,0.029,111.91,0,7,250453,1,0.029,0.321
1751,Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),Chris Brown,2007-11-06,250666,1,0.0506,0.729,0.658,0.0,0.0693,-3.386,0.225,140.043,2,9,250667,0,0.225,0.551
1752,Sexy Can I feat. Yung Berg,All I Feel,Ray J,2008-04-08,204040,0,0.299,0.575,0.684,0.0,0.614,-6.007,0.325,172.155,0,7,204040,1,0.325,0.926
1753,Fall for You,A Twist in My Story,Secondhand Serenade,2008-05-13,183600,1,0.174,0.392,0.451,0.0,0.103,-7.109,0.0361,169.489,0,11,183600,1,0.0361,0.358
1754,Elvis Ain't Dead,Scouting For Girls,Scouting For Girls,2007,229893,0,0.021,0.52,0.743,0.0,0.106,-3.263,0.0513,155.141,0,7,229893,1,0.0513,0.677
1755,Whatever You Like,Paper Trail,T.I.,2008-09-07,249533,1,0.0161,0.68,0.687,0.0,0.261,-6.162,0.0709,150.053,0,5,249533,0,0.0709,0.467
1756,Realize,Coco,Colbie Caillat,2007-01-01,244106,1,0.117,0.695,0.599,0.0,0.118,-6.394,0.0317,123.949,0,7,244107,1,0.0317,0.187
1757,Clumsy,The Dutchess,Fergie,2006-09-13,240426,0,0.191,0.731,0.563,0.00042,0.296,-4.046,0.131,184.009,0,8,240427,1,0.131,0.452
1758,Wow,X,Kylie Minogue,2007-11-21,190973,0,0.151,0.654,0.884,0.000268,0.379,-5.466,0.202,124.072,0,5,190973,1,0.202,0.851
1759,Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,1,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,0,11,230760,1,0.0432,0.173
1760,Damaged,Welcome to the Dollhouse,Danity Kane,2008-03-17,244266,1,0.0912,0.774,0.653,0.0,0.151,-5.158,0.05,120.01,0,7,244267,0,0.05,0.818
1761,Cry for You,Dancing Shoes,September,2007-03-08,209800,1,0.00133,0.767,0.881,0.000139,0.0551,-3.988,0.0301,130.018,0,5,209800,1,0.0301,0.961
1762,Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007-01-01,221933,1,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,0,11,221933,1,0.0786,0.803
1763,Break the Ice,Blackout,Britney Spears,2007-10-25,196053,1,0.689,0.712,0.911,8.02e-06,0.107,-3.866,0.0445,117.533,0,11,196053,0,0.0445,0.85
1764,What You Got,Colby O,Colby O'Donis,2008-01-01,243013,1,0.0327,0.775,0.641,0.0,0.18,-6.718,0.038,119.974,0,7,243013,1,0.038,0.305
1765,Fascination,This Is Alphabeat,Alphabeat,2008-01-01,182120,1,0.00027,0.495,0.878,9.02e-05,0.07,-3.266,0.0361,193.947,0,7,182120,0,0.0361,0.825
1766,Stop And Stare,Dreaming Out Loud,OneRepublic,2007-11-20,223853,1,0.0659,0.492,0.859,0.0,0.0756,-4.274,0.0332,92.474,0,8,223853,1,0.0332,0.251
1767,Flashing Lights,Graduation,Kanye West,2007-09-11,237506,0,0.0381,0.639,0.628,0.0,0.386,-7.578,0.0399,90.482,0,7,237507,0,0.0399,0.43
1768,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,1,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0,5,203347,1,0.054,0.374
1769,Mercy,Rockferry,Duffy,2008,219920,1,0.266,0.793,0.859,0.000356,0.133,-3.774,0.0332,129.911,0,11,219920,1,0.0332,0.964
1770,All Summer Long,Rock n Roll Jesus,Kid Rock,2007-10-09,297586,1,0.0212,0.7,0.864,0.0,0.0956,-3.629,0.0283,102.997,0,4,297587,1,0.0283,0.887
1771,That's Not My Name,We Started Nothing,The Ting Tings,2008-05-19,310573,1,0.0451,0.755,0.901,0.0373,0.363,-3.152,0.0893,145.042,0,5,310573,1,0.0893,0.959
1772,The Boy Does Nothing,The Alesha Show - Encore,Alesha Dixon,2008-11-24,210680,1,0.121,0.632,0.972,7.74e-05,0.0317,-2.423,0.121,87.0,0,11,210680,0,0.121,0.845
1773,Lollipop,Tha Carter III,Lil Wayne,2008-06-10,299333,1,0.056,0.829,0.428,0.00413,0.137,-9.469,0.0831,148.075,0,11,299333,1,0.0831,0.45
1774,All I Ever Wanted - Radio Edit,Now You're Gone - The Album,Basshunter,2008-01-15,176453,1,0.164,0.645,0.984,0.00701,0.164,-7.051,0.0508,144.954,0,8,176453,1,0.0508,0.553
1775,You Make It Real,"Songs For You, Truths For Me (International Exclusive Bundle)",James Morrison,2008-01-01,211400,1,0.242,0.317,0.57,0.0,0.145,-5.331,0.0324,84.253,0,11,211400,1,0.0324,0.322
1776,Hypnotized (feat. Akon),The Real Testament,Plies,2007-08-06,188493,1,0.16,0.84,0.571,0.0,0.406,-7.421,0.0797,116.59,0,9,188493,1,0.0797,0.617
1777,Paper Planes,Kala,M.I.A.,2007-08-20,205200,0,0.033,0.447,0.848,7.45e-05,0.65,-6.175,0.222,172.247,0,8,205200,1,0.222,0.485
1778,Homecoming,Graduation,Kanye West,2007-09-11,203493,0,0.337,0.667,0.747,0.0,0.115,-7.059,0.189,86.917,0,7,203493,1,0.189,0.918
1779,Heartbreaker,Songs About Girls,will.i.am,2007-01-01,327880,0,0.0352,0.788,0.549,0.127,0.147,-8.793,0.0732,120.051,0,5,327880,0,0.0732,0.449
1780,Black & Gold - Radio Edit,Black & Gold (Radio Edit),Sam Sparro,2008-01-01,212360,1,0.00116,0.383,0.703,2.39e-05,0.112,-5.65,0.0763,135.968,1,8,212360,0,0.0763,0.42
1781,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Definition of Real,Plies,2008-06-10,240760,1,0.154,0.648,0.801,0.0,0.339,-7.24,0.167,78.946,0,11,240760,0,0.167,0.807
1782,Say Hey (I Love You),All Rebel Rockers,Michael Franti & Spearhead,2008-01-01,235760,0,0.038,0.738,0.983,5.93e-06,0.183,-4.374,0.0855,92.998,0,11,235760,0,0.0855,0.957
1783,Cookie Jar (feat. The-Dream),The Quilt,Gym Class Heroes,2008-09-08,216317,1,0.0253,0.687,0.668,0.0,0.744,-4.061,0.0282,113.053,0,11,216317,1,0.0282,0.418
1784,In Love With a Girl,Gavin DeGraw,Gavin DeGraw,2008-05-06,206000,1,0.0191,0.438,0.906,0.0,0.373,-4.8,0.0438,161.905,0,11,206000,1,0.0438,0.684
1785,Kids,Oracular Spectacular,MGMT,2007-12-14,302840,1,0.00076,0.451,0.931,0.0049,0.361,-3.871,0.0719,122.961,0,5,302840,1,0.0719,0.172
1786,Hallelujah,Overcome,Alexandra Burke,2009,217826,1,0.654,0.177,0.425,0.0,0.195,-6.211,0.0291,182.571,2,8,217827,0,0.0291,0.0942
1787,Human,Day & Age (Bonus Tracks),The Killers,2008-11-18,245373,1,0.00132,0.557,0.8,0.0012,0.0906,-8.477,0.0601,135.47,0,9,245373,1,0.0601,0.582
1788,Beggin (original version),So Dark The Con Of Man,Madcon,2007-12-03,216146,1,0.0271,0.715,0.8,0.0,0.0648,-5.144,0.057,129.023,0,8,216147,0,0.057,0.445
1789,Run,Spirit,Leona Lewis,2007,314720,1,0.428,0.285,0.462,5.61e-06,0.122,-6.166,0.0291,142.365,0,11,314720,0,0.0291,0.0923
1790,Say,Say,John Mayer,2006-10-13,230213,1,0.541,0.485,0.723,1.12e-06,0.075,-6.565,0.0317,167.845,0,9,230213,1,0.0317,0.541
1791,Wearing My Rolex - Radio Edit,See Clear Now,Wiley,2008-11-10,170480,1,0.0468,0.876,0.716,0.000482,0.0667,-6.884,0.135,131.942,0,7,170480,1,0.135,0.755
1792,Warwick Avenue,Rockferry,Duffy,2008,226386,1,0.339,0.493,0.59,0.0,0.121,-5.814,0.0392,169.908,0,11,226387,0,0.0392,0.502
1793,Can't Help but Wait,Trey Day,Trey Songz,2007-10-01,206413,1,0.358,0.699,0.699,0.0,0.0912,-5.564,0.0737,94.977,0,7,206413,0,0.0737,0.611
1794,Work,Work - The Best Of,Kelly Rowland,2010-10-22,207920,0,0.00499,0.888,0.823,0.0,0.291,-6.351,0.0538,102.757,0,9,207920,0,0.0538,0.623
1795,Love Lockdown,808s & Heartbreak,Kanye West,2008-11-24,270306,1,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0,7,270307,0,0.0323,0.112
1796,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,263573,1,0.771,0.315,0.296,0.0,0.702,-13.262,0.0315,173.509,0,11,263573,1,0.0315,0.435
1797,Addicted,Saving Abel,Saving Abel,2008-01-01,222826,1,0.000821,0.512,0.864,0.0,0.0982,-4.146,0.0338,138.018,0,4,222827,1,0.0338,0.527
1798,Suffocate - Superclean,Back Of My Lac',J. Holiday,2007-01-01,220053,1,0.64,0.458,0.445,0.0,0.118,-8.391,0.361,82.82,1,5,220053,0,0.361,0.447
1799,Got Money,Tha Carter III,Lil Wayne,2008-06-10,244626,1,0.00188,0.694,0.661,0.0,0.676,-4.847,0.118,82.48,0,4,244627,1,0.118,0.702
1800,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,2009-01-01,289133,1,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,0,11,289133,1,0.0265,0.61
1801,Poker Face,The Fame,Lady Gaga,2008-01-01,237200,1,0.118,0.851,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,0,8,237200,1,0.0787,0.787
1802,Halo,I AM...SASHA FIERCE,Beyoncé,2008-11-17,261640,1,0.272,0.508,0.72,0.0,0.0563,-5.908,0.0628,79.983,0,10,261640,0,0.0628,0.472
1803,Sexy Bitch (feat. Akon),One More Love,David Guetta,2010-11-22,195853,1,0.0771,0.813,0.627,0.000616,0.131,-5.018,0.0486,130.011,0,10,195853,0,0.0486,0.801
1804,Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,2009-03-30,204640,1,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,0,4,204640,1,0.0551,0.705
1805,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,236266,1,0.131,0.617,0.741,0.0,0.0772,-3.97,0.0311,118.984,0,8,236267,1,0.0311,0.306
1806,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,1,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,0,9,202067,0,0.042,0.47
1807,Down,All Or Nothing,Jay Sean,2009-01-01,212106,0,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.0321,65.997,0,8,212107,1,0.0321,0.683
1808,One Time,My World,Justin Bieber,2009-01-01,215866,1,0.0631,0.691,0.853,7.13e-05,0.082,-2.528,0.0372,145.999,0,7,215867,0,0.0372,0.762
1809,Circus,Circus (Deluxe Version),Britney Spears,2008-12-02,192360,1,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,0,7,192360,0,0.052,0.761
1810,Just Dance,The Fame,Lady Gaga,2008-01-01,241933,1,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,0,7,241933,0,0.0311,0.745
1811,You Belong With Me,Fearless (Platinum Edition),Taylor Swift,2008-11-11,231146,1,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0,7,231147,1,0.0384,0.445
1812,Whatcha Say,Jason Derulo (International),Jason Derulo,2010-02-26,221253,1,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,0,10,221253,1,0.0779,0.711
1813,Heartless,808s & Heartbreak,Kanye West,2008-11-24,211000,1,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,87.999,0,9,211000,0,0.136,0.654
1814,Kiss Me Thru The Phone,iSouljaBoyTellem,Soulja Boy,2008-01-01,193386,1,0.0185,0.758,0.712,0.0,0.0677,-3.781,0.112,149.998,0,4,193387,1,0.112,0.795
1815,My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,2009-03-06,211493,1,0.0014,0.526,0.882,0.0,0.144,-4.006,0.0509,144.982,0,5,211493,1,0.0509,0.424
1816,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,1,0.0295,0.491,0.956,0.0,0.46,-1.538,0.392,173.585,0,10,276920,1,0.392,0.811
1817,Paparazzi,The Fame,Lady Gaga,2008-01-01,208306,1,0.113,0.762,0.692,0.0,0.094,-3.973,0.0438,114.906,0,11,208307,0,0.0438,0.397
1818,Breakeven,The Script,The Script,2008-07-14,261426,1,0.144,0.63,0.694,0.0,0.0835,-4.501,0.0242,94.034,0,9,261427,1,0.0242,0.49
1819,Hotel Room Service,Hotel Room Service,Pitbull,2009-06-11,238506,1,0.00301,0.849,0.599,0.000249,0.0763,-8.164,0.227,126.003,0,7,238507,1,0.227,0.761
1820,Fire Burning,Tomorrow,Sean Kingston,2009-09-07,239986,1,0.0192,0.839,0.804,0.0,0.331,-2.513,0.0329,122.973,0,7,239987,1,0.0329,0.888
1821,Release Me,Dance Love Pop (The Love Love Love Edition),Agnes,2009-04-01,256213,1,0.00645,0.621,0.923,7.28e-05,0.108,-3.124,0.0321,127.973,0,8,256213,0,0.0321,0.716
1822,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,2009-01-01,284373,1,0.00474,0.798,0.629,2.17e-05,0.324,-6.857,0.0735,130.0,0,10,284373,0,0.0735,0.4
1823,Obsessed,Memoirs of an imperfect Angel (International Version),Mariah Carey,2009-09-29,242200,1,0.0465,0.742,0.468,0.0,0.826,-5.557,0.0625,86.443,0,9,242200,0,0.0625,0.369
1824,LoveGame,The Fame,Lady Gaga,2008-01-01,216333,1,0.00569,0.894,0.678,2.43e-06,0.317,-5.611,0.0523,105.024,0,7,216333,0,0.0523,0.844
1825,Evacuate The Dancefloor,Evacuate The Dancefloor,Cascada,2009-01-01,207200,1,0.0167,0.762,0.702,0.0,0.314,-5.87,0.0432,127.029,0,11,207200,1,0.0432,0.898
1826,Live Your Life,Paper Trail,T.I.,2008-09-07,338853,1,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,0,10,338853,0,0.255,0.478
1827,The Climb,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,234520,1,0.0635,0.336,0.602,0.0,0.141,-6.354,0.0325,161.01,0,8,234520,1,0.0325,0.299
1828,Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2008-11-14,208066,0,0.0895,0.694,0.825,1.86e-05,0.0618,-5.986,0.111,121.949,0,7,208067,1,0.111,0.788
1829,Everybody in Love,Goodbye The Greatest Hits,JLS,2013-11-18,195586,0,0.0703,0.705,0.783,0.0,0.36,-5.971,0.0327,140.022,0,11,195587,0,0.0327,0.656
1830,Knock You Down,In A Perfect World...,Keri Hilson,2009-01-01,326186,1,0.00952,0.588,0.877,0.0,0.171,-4.78,0.16,155.165,0,7,326187,1,0.16,0.645
1831,Good Girls Go Bad (feat. Leighton Meester),Hot Mess,Cobra Starship,2009-07-07,196413,1,0.0116,0.594,0.874,0.0,0.549,-3.716,0.0815,119.964,0,11,196413,1,0.0815,0.628
1832,Beautiful,Freedom,Akon,2008-01-01,312986,1,0.123,0.74,0.945,0.0,0.112,-4.442,0.0889,130.015,0,11,312987,0,0.0889,0.629
1833,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,1,0.00314,0.696,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,0,11,294573,1,0.0363,0.714
1834,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,2008-11-17,193213,1,0.0383,0.426,0.584,0.0,0.188,-5.293,0.296,193.437,0,7,193213,1,0.296,0.272
1835,Untouched,Hook Me Up,The Veronicas,2005,255360,1,0.0171,0.557,0.783,0.0172,0.151,-4.893,0.234,177.008,0,7,255360,0,0.234,0.442
1836,Run This Town,The Blueprint 3,JAY-Z,2009-09-08,267520,1,0.281,0.632,0.924,0.0,0.263,-1.802,0.29,86.844,0,7,267520,1,0.29,0.441
1837,Beat Again - Radio Edit,Beat Again,JLS,2009-07-10,196640,0,0.0355,0.894,0.93,0.0,0.0759,-4.577,0.0712,120.02,0,10,196640,1,0.0712,0.968
1838,Best I Ever Had,Thank Me Later (Int'l Version),Drake,2010-01-01,258760,1,0.0951,0.431,0.894,0.0,0.188,-2.673,0.33,162.161,0,11,258760,0,0.33,0.605
1839,If U Seek Amy,Circus (Deluxe Version),Britney Spears,2008-12-02,216520,1,0.0192,0.717,0.587,0.0,0.0523,-7.296,0.0339,129.954,0,8,216520,0,0.0339,0.544
1840,DONTTRUSTME,WANT,3OH!3,2008-07-07,192573,1,0.0163,0.791,0.713,0.0,0.189,-3.742,0.254,130.012,0,11,192573,0,0.254,0.514
1841,Waking Up In Vegas,One Of The Boys,Katy Perry,2008-06-17,199186,0,0.0012,0.524,0.878,0.0,0.098,-3.108,0.0346,130.989,0,11,199187,0,0.0346,0.59
1842,Gives You Hell,When The World Comes Down,The All-American Rejects,2008-01-01,213106,1,0.0159,0.718,0.691,0.0,0.0627,-6.44,0.0387,100.008,0,8,213107,1,0.0387,0.552
1843,Battlefield,Battlefield,Jordin Sparks,2009,241920,1,0.0178,0.613,0.634,0.0,0.0639,-3.472,0.0339,144.953,0,8,241920,1,0.0339,0.37
1844,Jai Ho! (You Are My Destiny),Jai Ho! (You Are My Destiny),A.R. Rahman,2009-01-01,222400,1,0.0476,0.657,0.941,0.0,0.0797,-3.919,0.061,136.202,0,7,222400,0,0.061,0.879
1845,She Wolf,She Wolf (Expanded Edition),Shakira,2009,188866,1,0.285,0.865,0.69,0.0162,0.225,-7.448,0.0443,121.983,0,4,188867,1,0.0443,0.867
1846,Bulletproof,La Roux,La Roux,2009,205733,1,0.000441,0.674,0.882,6.47e-05,0.068,-2.771,0.0477,123.016,0,11,205733,0,0.0477,0.682
1847,When Love Takes Over (feat. Kelly Rowland),One More Love,David Guetta,2010-11-22,191000,1,0.0165,0.675,0.862,0.000427,0.169,-4.614,0.0253,129.967,0,10,191000,1,0.0253,0.498
1848,Fight For This Love,3 Words,Cheryl,2009-01-01,223253,1,0.013,0.739,0.741,0.0,0.0679,-5.873,0.0912,122.988,0,4,223253,1,0.0912,0.727
1849,Dog Days Are Over,Lungs (Deluxe Version),Florence + The Machine,2009,252818,1,0.0338,0.501,0.809,0.00602,0.119,-5.264,0.0938,149.964,0,4,252819,1,0.0938,0.258
1850,Mad,Year Of The Gentleman,Ne-Yo,2008-01-01,254533,1,0.665,0.731,0.644,0.0,0.11,-5.348,0.0343,129.94,0,11,254533,1,0.0343,0.691
1851,Love Drunk,Love Drunk,Boys Like Girls,2009-09-07,226706,1,0.00177,0.44,0.976,3.39e-06,0.16,-3.17,0.141,150.005,0,9,226707,1,0.141,0.412
1852,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009-01-01,202586,1,0.0185,0.605,0.902,1.01e-06,0.0534,-5.406,0.0511,132.612,0,9,202587,0,0.0511,0.875
1853,Boom Boom Pow,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,2009-01-01,251440,1,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048,0,5,251440,1,0.0663,0.402
1854,I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,2009-10-23,237120,1,0.0142,0.825,0.743,2.12e-05,0.237,-5.995,0.149,127.045,0,8,237120,1,0.149,0.8
1855,Bad Boys (feat. Flo Rida),Overcome,Alexandra Burke,2009,206480,1,0.0115,0.67,0.866,0.0,0.358,-3.684,0.0538,140.029,0,7,206480,1,0.0538,0.636
1856,Fallin' For You,Breakthrough (Int'l Deluxe Version),Colbie Caillat,2009-01-01,215320,1,0.161,0.645,0.825,0.0,0.114,-6.473,0.0273,117.037,0,8,215320,1,0.0273,0.641
1857,I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,2008-09-23,218400,1,0.0659,0.756,0.612,0.0,0.274,-4.371,0.0317,111.572,0,11,218400,1,0.0317,0.452
1858,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,1,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,0,10,242947,1,0.0417,0.712
1859,Haven't Met You Yet,Crazy Love,Michael Bublé,2009-10-06,244586,1,0.152,0.615,0.733,0.0,0.109,-4.808,0.0335,122.58,0,7,244587,1,0.0335,0.796
1860,Holiday,Tongue N' Cheek,Dizzee Rascal,2011-01-01,220626,1,0.0571,0.545,0.918,0.0,0.0415,-1.925,0.0448,117.985,0,11,220627,1,0.0448,0.855
1861,Day 'N' Nite (Nightmare),Man On The Moon: The End Of Day (Int'l Version),Kid Cudi,2009-01-01,221240,1,0.462,0.88,0.443,7.13e-06,0.122,-6.359,0.0653,138.018,0,10,221240,0,0.0653,0.803
1862,Number 1,Catch 22,Tinchy Stryder,2009-01-01,212773,1,0.0105,0.581,0.824,0.0,0.483,-3.912,0.0377,114.912,0,11,212773,0,0.0377,0.747
1863,Two Is Better Than One (feat. Taylor Swift),Love Drunk,Boys Like Girls,2009-09-07,242840,1,0.189,0.521,0.702,0.0,0.0962,-5.189,0.0331,127.976,0,11,242840,1,0.0331,0.25
1864,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,1,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0,5,203347,1,0.054,0.374
1865,You Found Me,The Fray,The Fray,2009-02-02,241853,1,0.0187,0.338,0.803,0.0,0.136,-5.412,0.0413,151.994,0,7,241853,0,0.0413,0.4
1866,Little Lion Man,Sigh No More,Mumford & Sons,2009-01-01,245173,1,0.0275,0.517,0.492,3.19e-05,0.0873,-8.05,0.0272,138.585,0,11,245173,1,0.0272,0.455
1867,Broken Strings,"Songs For You, Truths For Me (International Exclusive Bundle)",James Morrison,2008-01-01,250453,1,0.00967,0.57,0.717,0.0,0.0833,-4.914,0.029,111.91,0,7,250453,1,0.029,0.321
1868,Already Gone,All I Ever Wanted,Kelly Clarkson,2009-03-06,281560,1,0.217,0.209,0.872,0.0,0.0768,-2.996,0.0757,78.139,0,5,281560,1,0.0757,0.294
1869,Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,1,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,0,11,230760,1,0.0432,0.173
1870,Smile,Happy Hour,Uncle Kracker,2009-09-11,201626,1,0.203,0.541,0.812,0.0,0.42,-3.764,0.0336,141.056,0,8,201627,1,0.0336,0.607
1871,Whatever You Like,Paper Trail,T.I.,2008-09-07,249533,1,0.0161,0.68,0.687,0.0,0.261,-6.162,0.0709,150.053,0,5,249533,0,0.0709,0.467
1872,Love Sex Magic (feat. Justin Timberlake),Fantasy Ride,Ciara,2009-05-01,220426,1,0.0206,0.893,0.666,0.0,0.342,-5.089,0.138,107.011,0,9,220427,0,0.138,0.874
1873,You've Got The Love,Lungs (Deluxe Version),Florence + The Machine,2009,168666,1,0.00481,0.574,0.694,0.0,0.102,-4.697,0.0327,109.85,0,7,168667,1,0.0327,0.401
1874,Birthday Sex,Jeremih,Jeremih,2009-01-01,226506,1,0.295,0.677,0.523,0.0,0.15,-5.603,0.0439,60.019,0,4,226507,0,0.0439,0.446
1875,Sober,Greatest Hits...So Far!!!,P!nk,2010-11-12,251440,0,0.0653,0.614,0.792,0.0,0.195,-4.907,0.0299,91.066,0,7,251440,1,0.0299,0.407
1876,Let It Rock,In The City,Kevin Rudolf,2008-01-01,231173,1,0.000683,0.607,0.783,0.0,0.0678,-4.41,0.0397,113.172,0,4,231173,1,0.0397,0.434
1877,Secrets,Waking Up,OneRepublic,2009-01-01,224693,1,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,148.021,0,8,224693,1,0.0366,0.376
1878,Not Fair,"It's Not Me, It's You (Special Edition)",Lily Allen,2009-11-16,201213,1,0.0447,0.719,0.861,0.00989,0.219,-6.982,0.0402,121.491,0,11,201213,1,0.0402,0.948
1879,Never Say Never,The Fray,The Fray,2009-02-02,256613,1,0.568,0.23,0.492,8.18e-06,0.176,-5.767,0.0317,160.139,0,7,256613,1,0.0317,0.262
1880,The Only Exception,Brand New Eyes,Paramore,2009-09-22,267653,1,0.144,0.452,0.563,0.0,0.143,-6.607,0.0272,137.715,2,8,267653,1,0.0272,0.209
1881,Gotta Be Somebody,Dark Horse,Nickelback,2008-10-28,252653,1,0.000354,0.536,0.89,0.00165,0.133,-5.222,0.0601,115.998,0,11,252653,1,0.0601,0.205
1882,Dead And Gone,Paper Trail,T.I.,2008-09-07,299746,1,0.0402,0.713,0.746,0.0,0.601,-4.99,0.259,135.021,0,11,299747,1,0.259,0.47
1883,Please Don't Leave Me,Funhouse,P!nk,2008-10-24,231560,1,0.00985,0.586,0.839,0.0,0.289,-4.493,0.0363,138.002,0,7,231560,1,0.0363,0.763
1884,Forever,Relapse: Refill,Eminem,2009-05-15,357706,1,0.249,0.457,0.906,0.0,0.182,-2.278,0.342,104.02,1,11,357707,0,0.342,0.54
1885,All The Right Moves,Waking Up,OneRepublic,2009-01-01,238000,1,0.258,0.529,0.948,9.35e-06,0.283,-3.527,0.0474,146.024,0,11,238000,1,0.0474,0.65
1886,Bonkers,Tongue N' Cheek,Dizzee Rascal,2011-01-01,177573,0,0.00615,0.624,0.977,0.0,0.253,-3.34,0.22,126.127,0,10,177573,0,0.22,0.74
1887,"Mama Do (Uh Oh, Uh Oh)",Turn It Up,Pixie Lott,2009-01-01,196520,1,0.171,0.451,0.873,0.0,0.327,-4.711,0.19,119.918,0,11,196520,0,0.19,0.589
1888,Red,Love & War,Daniel Merriweather,2009-06-01,233213,1,0.107,0.422,0.67,0.0,0.11,-5.955,0.0292,95.797,0,8,233213,1,0.0292,0.119
1889,Walking On A Dream,Walking On A Dream (10th Anniversary Edition),Empire of the Sun,2008-10-03,198440,1,0.257,0.871,0.701,7.52e-06,0.0589,-5.594,0.0458,126.975,0,11,198440,0,0.0458,0.716
1890,Blame It,Intuition,Jamie Foxx,2008-12-11,289746,1,0.0782,0.673,0.614,0.0,0.139,-5.426,0.103,176.052,0,4,289747,1,0.103,0.362
1891,Big Green Tractor,Wide Open,Jason Aldean,2009-11-05,204200,1,0.654,0.616,0.596,0.0,0.218,-5.035,0.0289,137.077,0,8,204200,1,0.0289,0.58
1892,The Fear,"It's Not Me, It's You",Lily Allen,2009-01-26,207120,1,0.419,0.661,0.847,8.82e-05,0.107,-6.948,0.0404,134.002,0,9,207120,1,0.0404,0.522
1893,If Today Was Your Last Day,Dark Horse,Nickelback,2008-10-28,249066,1,8.67e-05,0.485,0.911,0.0,0.092,-5.749,0.0355,89.956,0,11,249067,1,0.0355,0.568
